,Référence Chantier,Code postal arrondissement - Commune,Date début du chantier,Date fin du chantier,Responsable du chantier,Maîtrise d'ouvrage principale,Surface (m2),Synthèse - Nature du chantier,Encombrement espace public,Impact stationnement,Identifiant demande CITE,Identifiant Chantier CITE,geo_shape,geo_point_2d,forme_geo
3808,EC314592,75011,2023-01-16,2023-04-14,Opérateurs de réseau (gaz-électricité-RATP-etc),ENEDIS,9.56,Travaux sur réseau électrique,EMPRISE_TROTTOIR,,779677,207797,"{""coordinates"": [[[2.3712230259186247, 48.86997186507738], [2.3712700292805264, 48.86990927250144], [2.371254903800761, 48.86990418373313], [2.3712078894285864, 48.86996768727562], [2.3712230259186247, 48.86997186507738]]], ""type"": ""Polygon""}","48.869938058690344, 2.3712390880629513",pentagone
3809,EC314734,75008,2022-12-26,2023-09-29,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,27.06,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,780254,207870,"{""coordinates"": [[[2.3195971272821043, 48.87326131535185], [2.3195698787970107, 48.873127739657015], [2.3195455246392593, 48.87313005911439], [2.319572762909274, 48.873263681522474], [2.3195971272821043, 48.87326131535185]]], ""type"": ""Polygon""}","48.873195707825836, 2.319571324529883",pentagone
3810,EC314817,75013,2023-01-02,2023-04-07,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,11.13,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,780375,207928,"{""coordinates"": [[[2.3727863031351917, 48.827416301184456], [2.3728668672170206, 48.82739850868802], [2.372860157246236, 48.82738299079828], [2.372779937792152, 48.82740078509779], [2.3727863031351917, 48.827416301184456]]], ""type"": ""Polygon""}","48.82739964467652, 2.372823349314396",pentagone
3811,EC314907,75009,2023-01-16,2023-04-17,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,25.21,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,ZONE_LIVRAISON,780898,207999,"{""coordinates"": [[[2.3450705666951044, 48.88158915258514], [2.345059941826573, 48.881610496753176], [2.3451907818832773, 48.881637623110784], [2.3452007211340553, 48.88161582012029], [2.3450705666951044, 48.88158915258514]]], ""type"": ""Polygon""}","48.88161331452335, 2.3451306432117303",pentagone
3812,EC314932,75012,2023-01-26,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,32.59,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,780946,208021,"{""coordinates"": [[[2.4020286662387527, 48.83967399830258], [2.402028402915826, 48.839696950461104], [2.402211273068168, 48.83969453233355], [2.402214871721931, 48.8396741887992], [2.4020286662387527, 48.83967399830258]]], ""type"": ""Polygon""}","48.83968489385261, 2.4021189381836083",pentagone
3813,EC314934,75012,2023-02-06,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,33.21,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,780946,208021,"{""coordinates"": [[[2.4020292232982445, 48.8396743716237], [2.402042980478521, 48.839697393867866], [2.4022129471384197, 48.83969528177234], [2.402228892218916, 48.839674258863056], [2.4020292232982445, 48.8396743716237]]], ""type"": ""Polygon""}","48.83968503968912, 2.40212700176852",pentagone
3814,EC315119,75010,2023-03-20,2023-10-20,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,18.51,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,781702,208172,"{""coordinates"": [[[2.349623394739054, 48.87637758547463], [2.349623400421221, 48.87637713044182], [2.349756212005297, 48.87635599448267], [2.349749513975159, 48.87633956591438], [2.3496180778279854, 48.87636116440268], [2.349623394739054, 48.87637758547463]]], ""type"": ""Polygon""}","48.87635841187875, 2.349687208295479",hexagone
3815,EC315137,75009,2023-02-06,2023-04-14,Opérateurs de réseau (gaz-électricité-RATP-etc),GRDF,463.94,Travaux sur réseau de gaz,EMPRISE_TROTTOIR,,781752,208186,"{""coordinates"": [[[2.3348196442499733, 48.87123726281088], [2.335754938455427, 48.87140251245643], [2.3365732491355997, 48.87154001647541], [2.3365849153526628, 48.871563759871194], [2.3366963691162073, 48.87156018122038], [2.336703483031238, 48.871533409503066], [2.336559801505506, 48.87151292035545], [2.3348235768721843, 48.87120687974674], [2.3348196442499733, 48.87123726281088]]], ""type"": ""Polygon""}","48.87138480308976, 2.335747323919485",nonagone
3816,EC315174,75018,2023-03-26,2023-04-09,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,111.76,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,781835,208211,"{""coordinates"": [[[2.3557868806666806, 48.89015250973048], [2.355882291812213, 48.8901554511762], [2.3558981725005044, 48.8900128598195], [2.3558027741430063, 48.890008905815066], [2.3557868806666806, 48.89015250973048]]], ""type"": ""Polygon""}","48.89008241720647, 2.3558424750998608",pentagone
3817,EC315244,75011,2023-01-09,2023-04-07,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,9.04,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,781241,208117,"{""coordinates"": [[[2.3674402027875985, 48.86397638748201], [2.367431275984269, 48.86399151942377], [2.367495497278558, 48.864007645029936], [2.3675039633601775, 48.863992510648835], [2.3674402027875985, 48.86397638748201]]], ""type"": ""Polygon""}","48.86399201478646, 2.3674676952979916",pentagone
3818,EC263171,75020,2022-01-31,2023-08-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,142.93,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",STATIONNEMENT_PAYANT,555556,174903,"{""coordinates"": [[[2.392261827911683, 48.87212411280498], [2.3922276921891856, 48.87215080531842], [2.3926227186117357, 48.87237229306101], [2.3926561326130398, 48.872348328957536], [2.392261827911683, 48.87212411280498]]], ""type"": ""Polygon""}","48.87224756447164, 2.3924397817674725",pentagone
3819,EC266520,75009,2022-02-21,2024-02-23,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,20.31,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,572680,177424,"{""coordinates"": [[[2.3370810463205385, 48.8809834514093], [2.3369494216672533, 48.88100758455549], [2.3369583111692815, 48.88102511951472], [2.3370907752957573, 48.881000170815724], [2.3370810463205385, 48.8809834514093]]], ""type"": ""Polygon""}","48.88100416569334, 2.3370195106046454",pentagone
3820,EC268143,75009,2022-03-14,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,9.15,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,578434,178345,"{""coordinates"": [[[2.335372466511706, 48.87657631612948], [2.33537911365374, 48.87662106174985], [2.3354038847502916, 48.87661968838943], [2.3353973027574506, 48.87657475067419], [2.335372466511706, 48.87657631612948]]], ""type"": ""Polygon""}","48.87659793976417, 2.3353881984602944",pentagone
3821,EC270520,75017,2022-03-14,2023-10-27,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,8.97,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,588246,179792,"{""coordinates"": [[[2.293523569052441, 48.884167633714064], [2.2935046566789197, 48.884157363234245], [2.2934620223601443, 48.884192399733394], [2.293480936101558, 48.88420267022767], [2.293523569052441, 48.884167633714064]]], ""type"": ""Polygon""}","48.88418001684542, 2.2934927958718268",pentagone
3822,EC270679,75013,2022-03-01,2023-12-31,Opérateurs de réseau (gaz-électricité-RATP-etc),RATP,4491.63,Travaux sur réseau de transport public,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",,588906,179885,"{""coordinates"": [[[2.359032085215972, 48.82205767122744], [2.359476425156359, 48.8208050221065], [2.3590112826859606, 48.82072056106954], [2.3587388650444305, 48.82167540031326], [2.358703647734866, 48.821847345318474], [2.3588119324624652, 48.82201459521702], [2.359032085215972, 48.82205767122744]]], ""type"": ""Polygon""}","48.821357104922676, 2.3590577440368707",heptagone
3823,EC272000,75015,2022-06-06,2023-05-12,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,31.02,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,"STATIONNEMENT_PAYANT,ZONE_LIVRAISON",593014,180432,"{""coordinates"": [[[2.2788771011985474, 48.84567899610289], [2.2789571494115153, 48.84575175622716], [2.278995723365988, 48.84573719231815], [2.2789126374047974, 48.845665836708235], [2.2788771011985474, 48.84567899610289]]], ""type"": ""Polygon""}","48.845708975185254, 2.2789362411222887",pentagone
3824,EC272002,75015,2022-06-06,2023-05-12,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,29.46,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,593014,180432,"{""coordinates"": [[[2.278263151982101, 48.84595923394263], [2.2781722994607674, 48.84586112066947], [2.278144187555666, 48.84587018575316], [2.278235033476155, 48.84596877297371], [2.278263151982101, 48.84595923394263]]], ""type"": ""Polygon""}","48.84591493040531, 2.278203751165955",pentagone
3825,EC272837,75013,2022-05-31,2023-12-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,456.44,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_PISTE_CYCLABLE,EMPRISE_TROTTOIR","GIG_GIC,ZONE_LIVRAISON",565244,179977,"{""coordinates"": [[[2.3557490952054607, 48.83044608927475], [2.3558014476297657, 48.83045160831577], [2.355889932941789, 48.83043557692174], [2.356007166702509, 48.83004651931518], [2.3558777473249135, 48.830026241235636], [2.3557490952054607, 48.83044608927475]]], ""type"": ""Polygon""}","48.83024152128823, 2.355879182614934",hexagone
3826,EC273597,75011,2022-04-25,2024-04-30,Ville de Paris (Tvx sur espace ou édifice public),Ville de Paris (autres),68.36,Travaux sur édifice public (VdP*),"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR","AUTRE,GIG_GIC",597775,181137,"{""coordinates"": [[[2.3792449601263765, 48.858975450810746], [2.3792055184626784, 48.859013269689235], [2.379341714933979, 48.859079775952964], [2.3793790930765297, 48.85904149126089], [2.379371186300961, 48.85901003067769], [2.3793265992091954, 48.85901617399867], [2.3792449601263765, 48.858975450810746]]], ""type"": ""Polygon""}","48.859027127252205, 2.3792983116754725",heptagone
3827,EC274970,75014,2022-08-08,2023-04-14,Opérateurs de réseau (gaz-électricité-RATP-etc),CPCU,32.28,Travaux sur réseau de chauffage urbain,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",,605921,182571,"{""coordinates"": [[[2.3204023637282423, 48.839238325548585], [2.320476277111621, 48.83919693292192], [2.3204393906352054, 48.83916401784798], [2.320365793297701, 48.83920499763983], [2.3204023637282423, 48.839238325548585]]], ""type"": ""Polygon""}","48.839201101499526, 2.3204209489390926",pentagone
3828,EC275865,75012,2022-07-04,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,29.79,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,610039,183131,"{""coordinates"": [[[2.4022458252588024, 48.83978223973416], [2.4024445372333743, 48.83977959013055], [2.402458228561894, 48.83978876544477], [2.402471759269821, 48.83978200239243], [2.4024485064181778, 48.83976435500957], [2.40224603153389, 48.839764253559714], [2.4022458252588024, 48.83978223973416]]], ""type"": ""Polygon""}","48.839773079174556, 2.402353321903699",heptagone
3829,EC276257,75019,2022-04-25,2023-04-28,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,23.75,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,STATIONNEMENT_PAYANT,612578,183405,"{""coordinates"": [[[2.3885870704793524, 48.879135205134304], [2.388591653928632, 48.87915640235714], [2.388727110833542, 48.87914434428343], [2.3887228696084897, 48.87912337634357], [2.3885870704793524, 48.879135205134304]]], ""type"": ""Polygon""}","48.879139840312405, 2.388657038871757",pentagone
3830,EC276700,75005,2022-06-20,2023-12-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,36.94,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,613980,183666,"{""coordinates"": [[[2.341882018415268, 48.84819440429703], [2.342094747995365, 48.848068070360284], [2.3420755553099775, 48.8480579468583], [2.3418642131775123, 48.84818383241933], [2.341882018415268, 48.84819440429703]]], ""type"": ""Polygon""}","48.84812588231724, 2.3419794532986002",pentagone
3831,EC276814,75017,2022-03-01,2023-08-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,89.31,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",,596179,180832,"{""coordinates"": [[[2.314957465878557, 48.884506379231546], [2.3149074670694314, 48.88454555673517], [2.315062802888939, 48.884634481077065], [2.31512253263212, 48.884599153457046], [2.314957465878557, 48.884506379231546]]], ""type"": ""Polygon""}","48.88457141477149, 2.3150131324287098",pentagone
3832,EC277336,75018,2022-10-31,2023-03-31,Opérateurs de réseau (gaz-électricité-RATP-etc),GRDF,125.82,Travaux sur réseau de gaz,EMPRISE_TROTTOIR,,615783,184065,"{""coordinates"": [[[2.3536046262436345, 48.8884228283794], [2.3536310611341342, 48.8884070332427], [2.353619425748846, 48.888398773983006], [2.3535973606051033, 48.88811815711948], [2.35357158855041, 48.88785801129997], [2.353595912205382, 48.88784539197624], [2.353548768903761, 48.887805067110364], [2.3535368948902717, 48.8878159307085], [2.3535284510206007, 48.88782863575813], [2.35352691837904, 48.88784092126426], [2.353528507908393, 48.887879635020816], [2.353554678225013, 48.88788524061602], [2.353580405389807, 48.88820458248153], [2.3535992376650343, 48.88841187069071], [2.3536046262436345, 48.8884228283794]]], ""type"": ""Polygon""}","48.888087729742246, 2.3535805853144223",autre
3833,EC281416,75020,2022-05-30,2023-03-24,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,34.73,Construction ou réhabilitation d'immeuble,EMPRISE_TROTTOIR,,635453,186798,"{""coordinates"": [[[2.392964687094887, 48.87457907636331], [2.3931947286056365, 48.87471320725561], [2.393209338826482, 48.87470349117973], [2.3929789590042603, 48.874568675105785], [2.392964687094887, 48.87457907636331]]], ""type"": ""Polygon""}","48.874640814430144, 2.393086426386312",pentagone
3834,EC282257,75008,2022-06-20,2024-05-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,105.68,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR","STATIONNEMENT_PAYANT,ZONE_LIVRAISON",524191,170898,"{""coordinates"": [[[2.3050525798219397, 48.86768448094075], [2.305064018694712, 48.86769152988602], [2.3051092539761626, 48.86766378776564], [2.305139724894594, 48.86768217914083], [2.3051793379626666, 48.86768787354234], [2.305302178824463, 48.8676118957087], [2.3052931521913695, 48.86758567861956], [2.3052516496760953, 48.86755995652524], [2.3050525798219397, 48.86768448094075]]], ""type"": ""Polygon""}","48.8676304807884, 2.3052006581472884",nonagone
3835,EC283003,75015,2022-06-13,2023-03-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,32.67,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",STATIONNEMENT_PAYANT,633158,186602,"{""coordinates"": [[[2.306377032919749, 48.83898789130449], [2.306405847592931, 48.83899989768994], [2.306507850073027, 48.838903493854815], [2.306479732217741, 48.8388910355522], [2.306377032919749, 48.83898789130449]]], ""type"": ""Polygon""}","48.8389456165601, 2.3064425581078085",pentagone
3836,EC284024,75013,2022-07-18,2023-05-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,123.3,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",STATIONNEMENT_PAYANT,620403,184693,"{""coordinates"": [[[2.3520960774160393, 48.82583341650986], [2.3520906675054434, 48.825880291454084], [2.3524104779186934, 48.825896596297056], [2.3524162321386353, 48.825849723205074], [2.3520960774160393, 48.82583341650986]]], ""type"": ""Polygon""}","48.82586500313824, 2.3522533731160666",pentagone
3837,EC284440,75004,2022-05-30,2023-03-24,Ville de Paris (Tvx sur espace ou édifice public),Direction de la Voirie et des Déplacements,0.8,Aménagement de voirie (VdP*),EMPRISE_TROTTOIR,,647937,188653,"{""coordinates"": [[[2.361534654400882, 48.85095729038822], [2.3615484209218205, 48.8509600960882], [2.3615512752209513, 48.85095236967219], [2.3615395632583174, 48.85095094105604], [2.361534654400882, 48.85095729038822]]], ""type"": ""Polygon""}","48.850955316759105, 2.361543556097513",pentagone
3838,EC286516,75008,2022-06-20,2023-04-30,Tiers (travaux sur bâtiment),PERSONNE PHYSIQUE,9.4,Construction ou réhabilitation d'immeuble,EMPRISE_CHAUSSEE,AUTRE,655110,189903,"{""coordinates"": [[[2.3056292233532436, 48.86566491010888], [2.3056934235300717, 48.865681473531914], [2.305705140890033, 48.865665350538514], [2.3056393816577336, 48.86565080250945], [2.3056292233532436, 48.86566491010888]]], ""type"": ""Polygon""}","48.86566580711374, 2.3056675229238652",pentagone
3839,EC286758,75012,2022-09-15,2024-01-31,Tiers (travaux sur bâtiment),Propriétés - Co-propriétés publiques et privées,309.94,Construction ou réhabilitation d'immeuble,"EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR",,655680,190084,"{""coordinates"": [[[2.402244283199856, 48.83364585769579], [2.4023706901629347, 48.83369056995286], [2.402589465109159, 48.833716799239355], [2.4026520969286196, 48.833644616030405], [2.4024414693061984, 48.833581633629855], [2.402334287355068, 48.83354466840995], [2.402244283199856, 48.83364585769579]]], ""type"": ""Polygon""}","48.83364037676431, 2.402441464950702",heptagone
